method,chunk_number,chunk_text,is_complete,total_chunks
naive,9,"dules_tmp_path   @pytest.fixture def site_packages(modules_tmp_path, monkeypatch):     """"""Create a f",yes,10
naive,10,st.fixture def purge_module(request):     def inner(name):         request.addfinalizer(lambda: sys.,yes,10
ast,1,import os import sys  import pytest from _pytest import monkeypatch  from flask import Flask from fl,yes,13
ast,2,"def _standard_os_environ():     """"""Set up ``os.environ`` at the start of the test session to have   ",no,13
ast,3,"def _reset_os_environ(monkeypatch, _standard_os_environ):     """"""Reset ``os.environ`` to the standar",no,13
ast,4,"def app():     app = Flask(""flask_test"", root_path=os.path.dirname(__file__))     app.config.update(",yes,13
ast,5,def app_ctx(app):     with app.app_context() as ctx:         yield ctx   @pytest.fixture ,yes,13
ast,6,def req_ctx(app):     with app.test_request_context() as ctx:         yield ctx   @pytest.fixture ,yes,13
ast,7,def client(app):     return app.test_client()   @pytest.fixture ,yes,13
ast,8,"def test_apps(monkeypatch):     monkeypatch.syspath_prepend(os.path.join(os.path.dirname(__file__), ",no,13
ast,9,"def leak_detector():     """"""Fails if any app contexts are still pushed when a test ends. Pops all   ",no,13
ast,10,"def modules_tmp_path(tmp_path, monkeypatch):     """"""A temporary directory added to sys.path.""""""     ",yes,13
ast,11,"def modules_tmp_path_prefix(modules_tmp_path, monkeypatch):     monkeypatch.setattr(sys, ""prefix"", o",yes,13
ast,12,"def site_packages(modules_tmp_path, monkeypatch):     """"""Create a fake site-packages.""""""     py_dir ",yes,13
ast,13,def purge_module(request):     def inner(name):         request.addfinalizer(lambda: sys.modules.pop,yes,13
naive,1,import sys  import pytest  import flask from flask.globals import app_ctx from flask.testing import ,no,20
naive,2,"""index"")         assert rv == ""https://localhost/""   def test_url_generation_requires_server_name(ap",no,20
naive,3,ntext_means_app_context(app):     with app.test_request_context():         assert flask.current_app.,no,20
naive,4,tearing_down(app):     cleanup_stuff = []      @app.teardown_appcontext     def cleanup(exception): ,no,20
naive,5,"tion):         cleanup_stuff.append(exception)      try:         raise Exception(""dummy"")     except",no,20
naive,6,tion):         cleanup_stuff.append(exception)      with app.app_context():         try:            ,no,20
naive,7, []      @app.teardown_appcontext     def cleanup(exception):         cleanup_stuff.append(exception,yes,20
naive,8,"and with block context     assert cleanup_stuff == [None, None]   def test_app_tearing_down_with_unh",no,20
naive,9,"ValueError(""dummy"")      with pytest.raises(ValueError, match=""dummy""):         with app.app_context",no,20
naive,10,"cleanup_stuff[0] is cleanup_stuff[1]   def test_app_ctx_globals_methods(app, app_ctx):     # get    ",no,20
naive,11,")     flask.g.setdefault(""bar"", ""hello world"")     assert flask.g.bar == ""the cake is a lie""     # p",yes,20
naive,12,"t repr(flask.g) == ""<flask.g of 'flask_test'>""   def test_custom_app_ctx_globals_class(app):     cla",no,20
naive,13,"text_refcounts(app, client):     called = []      @app.teardown_request     def teardown_req(error=N",yes,20
naive,14,"rkzeug.request""] is not None         return """"      res = client.get(""/"")     assert res.status_code",no,20
naive,15,"own_appcontext     def teardown_app(error=None):         called.append(""TEARDOWN"")      with app.app",no,20
naive,16,quest     def request_teardown(e: Exception | None) -> None:         nonlocal count         count +=,yes,20
naive,17,"str:         return """"      def request_signal(sender: flask.Flask, exc: Exception | None) -> None: ",yes,20
naive,18,"         flask.request_tearing_down.connected_to(request_signal, app),         flask.appcontext_tear",yes,20
naive,19,"alue.exceptions) == 2             eg1, eg2 = exc_info.value.exceptions             assert isinstance",yes,20
naive,20,"         assert len(eg2.exceptions) == 2         else:             with pytest.raises(ValueError, ma",yes,20
ast,1,import sys  import pytest  import flask from flask.globals import app_ctx from flask.testing import ,yes,16
ast,2,"def test_basic_url_generation(app):     app.config[""SERVER_NAME""] = ""localhost""     app.config[""PREF",no,16
ast,3,def test_url_generation_requires_server_name(app):     with app.app_context():         with pytest.r,yes,16
ast,4,def test_url_generation_without_context_fails():     with pytest.raises(RuntimeError):         flask,yes,16
ast,5,def test_request_context_means_app_context(app):     with app.test_request_context():         assert,yes,16
ast,6,def test_app_context_provides_current_app(app):     with app.app_context():         assert flask.cur,yes,16
ast,7,def test_app_tearing_down(app):     cleanup_stuff = []      @app.teardown_appcontext     def cleanup,no,16
ast,8,def test_app_tearing_down_with_previous_exception(app):     cleanup_stuff = []      @app.teardown_ap,no,16
ast,9,def test_app_tearing_down_with_handled_exception_by_except_block(app):     cleanup_stuff = []      @,no,16
ast,10,"def test_app_tearing_down_with_handled_exception_by_app_handler(app, client):     app.config[""PROPAG",yes,16
ast,11,"def test_app_tearing_down_with_unhandled_exception(app, client):     app.config[""PROPAGATE_EXCEPTION",no,16
ast,12,"def test_app_ctx_globals_methods(app, app_ctx):     # get     assert flask.g.get(""foo"") is None     ",no,16
ast,13,def test_custom_app_ctx_globals_class(app):     class CustomRequestGlobals:         def __init__(sel,no,16
ast,14,"def test_context_refcounts(app, client):     called = []      @app.teardown_request     def teardown",yes,16
ast,15,def test_clean_pop(app):     app.testing = False     called = []      @app.teardown_request     def ,no,16
ast,16,"def test_robust_teardown(app: flask.Flask, client: FlaskClient) -> None:     count = 0      @app.tea",yes,16
naive,1,import asyncio  import pytest  from flask import Blueprint from flask import Flask from flask import,no,10
naive,2,nc def dispatch_request(self):         await asyncio.sleep(0)         return request.method   class ,yes,10
naive,3,"Flask(__name__)      @app.route(""/"", methods=[""GET"", ""POST""])     @app.route(""/home"", methods=[""GET""",yes,10
naive,4,"     blueprint = Blueprint(""bp"", __name__)      @blueprint.route(""/"", methods=[""GET"", ""POST""])     a",yes,10
naive,5,"BlueprintError()      app.register_blueprint(blueprint, url_prefix=""/bp"")      app.add_url_rule(""/vi",yes,10
naive,6,"h, async_app):     test_client = async_app.test_client()     response = test_client.get(path)     as",no,10
naive,7,test_client()     response = test_client.get(path)     assert response.status_code == 412   def test,yes,10
naive,8,uest     async def before():         nonlocal app_before_called         app_before_called = True    ,yes,10
naive,9,     @blueprint.before_request     async def bp_before():         nonlocal bp_before_called         ,yes,10
naive,10,"= app.test_client()     test_client.get(""/"")     assert app_before_called     assert app_after_calle",yes,10
ast,1,import asyncio  import pytest  from flask import Blueprint from flask import Flask from flask import,yes,9
ast,2,class AppError(Exception):     pass   ,yes,9
ast,3,class BlueprintError(Exception):     pass   ,yes,9
ast,4,"class AsyncView(View):     methods = [""GET"", ""POST""]      async def dispatch_request(self):         ",yes,9
ast,5,class AsyncMethodView(MethodView):     async def get(self):         await asyncio.sleep(0)         r,yes,9
ast,6,"def _async_app():     app = Flask(__name__)      @app.route(""/"", methods=[""GET"", ""POST""])     @app.r",yes,9
ast,7,"def test_async_route(path, async_app):     test_client = async_app.test_client()     response = test",no,9
ast,8,"def test_async_error_handler(path, async_app):     test_client = async_app.test_client()     respons",yes,9
ast,9,def test_async_before_after_request():     app_before_called = False     app_after_called = False   ,yes,9
naive,1,import gc import importlib.metadata import re import typing as t import uuid import weakref from con,yes,155
naive,2,kzeug.exceptions import Forbidden from werkzeug.exceptions import NotFound from werkzeug.http import,yes,155
naive,3,"() != ""CPython"",     reason=""Requires CPython GC behavior"", )   def test_options_work(app, client): ",yes,155
naive,4,"multiple_rules(app, client):     @app.route(""/"", methods=[""GET"", ""POST""])     def index():         r",yes,155
naive,5,"hod"", [""get"", ""post"", ""put"", ""delete"", ""patch""]) def test_method_route(app, client, method):     met",yes,155
naive,6,"es(TypeError):         app.get(""/"", methods=[""GET"", ""POST""])   def test_provide_automatic_options_at",yes,155
naive,7,"(""/"", view_func=index)     rv = client.options()     assert rv.status_code == 405   def test_provide",yes,155
naive,8,"TIONS""] = False      def index():         return ""Hello World!""      index.provide_automatic_options",yes,155
naive,9,"ions can be disabled by the route argument.""""""      @app.get(""/"", provide_automatic_options=False)  ",yes,155
naive,10," the route handles options.""""""      @app.route(""/"", methods=[""OPTIONS""])     def index():         re",yes,155
naive,11,"GET"", ""POST""])     def more():         return flask.request.method      assert client.get(""/"").data ",yes,155
naive,12,"""/more"").data == b""POST""     assert client.get(""/more"").data == b""GET""     rv = client.delete(""/more",no,155
naive,13,"test"")   def test_url_mapping(app, client):     random_uuid4 = ""7eb41166-9ebf-4d26-b771-ea3f54f8b383",yes,155
naive,14,"s=[""GET"", ""POST""])      # Issue 1288: Test that automatic options are not added     #             wh",yes,155
naive,15,""", ""HEAD"", ""OPTIONS""]     rv = client.head(""/"")     assert rv.status_code == 200     assert not rv.d",yes,155
naive,16," rv = client.open(""/options"", method=""OPTIONS"")     assert rv.status_code == 200     assert random_u",yes,155
naive,17,"=""index"")])     )      def bar():         return ""bar""      def index():         return ""index""     ",yes,155
naive,18,"le     from werkzeug.routing import Submount      app.url_map.add(         Submount(""/foo"", [Rule(""/",yes,155
naive,19,"lient.get(""/foo/bar"").data == b""bar""   def test_session_accessed(app: flask.Flask, client: FlaskClie",yes,155
naive,20,"     def do_nothing() -> str:         return """"      with client:         rv = client.get(""/nothing""",yes,155
naive,21,"cookie"" in rv.vary         assert app_ctx._session.accessed         assert app_ctx._session.modified",yes,155
naive,22,"         assert rv.text == """"         assert ""cookie"" not in rv.vary         assert not app_ctx._ses",yes,155
naive,23,"    rv = client.get(""/"", ""http://example.com:8080/foo"")     assert ""path=/foo"" in rv.headers[""set-co",no,155
naive,24,"ponse):             environ[""SCRIPT_NAME""] = self.prefix             return self.app(environ, start_",yes,155
naive,25," ""http://example.com:8080/"")     assert ""path=/bar"" in rv.headers[""set-cookie""].lower()   def test_s",no,155
naive,26,"IE_SECURE=True,         SESSION_COOKIE_PARTITIONED=True,         SESSION_COOKIE_SAMESITE=""Lax"",     ",yes,155
naive,27,"World""      rv = client.get(""/"", ""http://www.example.com:8080/test/"")     cookie = rv.headers[""set-c",yes,155
naive,28,"n cookie     assert ""partitioned"" in cookie      rv = client.get(""/clear"", ""http://www.example.com:8",yes,155
naive,29,"cure"" in cookie     assert ""samesite"" in cookie     assert ""partitioned"" in cookie   def test_sessio",yes,155
naive,30,"ient.get(""/"")      app.config.update(SESSION_COOKIE_SAMESITE=None)     rv = client.get(""/"")     cook",yes,155
naive,31,"config.update(SESSION_COOKIE_SAMESITE=""Lax"")     rv = client.get(""/"")     cookie = rv.headers[""set-c",no,155
naive,32,"""session is unavailable"" in e.value.args[0]      with app.test_request_context():         assert fla",no,155
naive,33,"on() -> str:         flask.session[""a""] = 1         return """"      @app.get(""/"")     def get_session",yes,155
naive,34,"ent.post()     assert client.get().json == {""a"": 1}     # Change secret key, session can't be loaded",no,155
naive,35,"assert client.get().json == {""a"": 1}   def test_session_expiration(app, client):     permanent = Tru",yes,155
naive,36,"  assert ""set-cookie"" in rv.headers     match = re.search(r""(?i)\bexpires=([^;]+)"", rv.headers[""set-",yes,155
naive,37,"   rv = client.get(""/test"")     assert rv.data == b""True""      permanent = False     rv = client.get",yes,155
naive,38,"lask.session[""foo""] = 42         return response      @app.route(""/"")     def dump_session_contents(",yes,155
naive,39,"uid = uuid.uuid4()      @app.route(""/"")     def dump_session_contents():         flask.session[""t""] ",no,155
naive,40,"ag""] = {"" t__"": ""not-a-tuple""}         flask.session[""di_tag""] = {"" di"": ""not-a-dict""}         retur",yes,155
naive,41,"       assert s[""m""] == Markup(""<html>"")         assert s[""u""] == the_uuid         assert s[""d""] == ",no,155
naive,42,")     def bump():         rv = flask.session[""foo""] = flask.session.get(""foo"", 0) + 1         flask.",yes,155
naive,43,"data == b""1""             assert c.get(""/bump"").data == b""2""             assert c.get(""/bump"").data =",yes,155
naive,44,"H_REQUEST""] = True     run_test(expect_header=True)      is_permanent = True     app.config[""SESSION",yes,155
naive,45,"""] = False     run_test(expect_header=False)   def test_session_vary_cookie(app, client):     @app.r",yes,155
naive,46,"test""]      @app.route(""/setdefault"")     def setdefault():         return flask.session.setdefault(",yes,155
naive,47,"Cookie"")         flask.session[""test""] = ""test""         return response      @app.route(""/vary-heade",yes,155
naive,48,"ary_header():         return """"      def expect(path, header_value=""Cookie""):         rv = client.ge",yes,155
naive,49,""" not in rv.headers      expect(""/set"")     expect(""/get"")     expect(""/getitem"")     expect(""/setde",no,155
naive,50," def login():         flask.session[""user_id""] = 1         flask.session.permanent = True         re",yes,155
naive,51,":     assert not flask.session.modified     flask.flash(""Zap"")     flask.session.modified = False   ",no,155
naive,52," app.testing is not set to True, the AssertionErrors     # in the view functions will cause a 500 re",no,155
naive,53," return """"      @app.route(""/test/"")     def test():         messages = flask.get_flashed_messages()",yes,155
naive,54, flask.get_flashed_messages(with_categories=True)         assert len(messages) == 3         assert l,yes,155
naive,55," = flask.get_flashed_messages(             category_filter=[""message""], with_categories=True        ",yes,155
naive,56,"ories=True         )         assert list(messages) == [             (""message"", ""Hello World""),     ",yes,155
naive,57,"         assert len(messages) == 2         assert messages[0] == ""Hello World""         assert messag",yes,155
naive,58,"   client.get(""/"")     client.get(""/test_filter/"")      client = app.test_client()     client.get(""/",yes,155
naive,59,"quest():         evts.append(""before"")      @app.after_request     def after_request(response):     ",yes,155
naive,60,"rv = client.get(""/"").data     assert ""after"" in evts     assert rv == b""request|after""   def test_re",yes,155
naive,61,"_request     def before_request3():         evts.append(3)         return ""bye""      @app.route(""/"")",yes,155
naive,62,"       @flask.after_this_request         def foo(response):             response.headers[""X-Foo""] = ",no,155
naive,63,"ardown_request     def teardown_request(exc):         called.append(True)         return ""Ignored""  ",yes,155
naive,64,lled = []      @app.teardown_request     def teardown_request(exc):         called.append(True)     ,yes,155
naive,65,", client):     called = []     app.testing = False      @app.teardown_request     def teardown_reque",no,155
naive,66,         try:             raise TypeError()         except Exception:             pass      @app.tea,no,155
naive,67,e same original         # exception.         try:             raise TypeError()         except Excep,no,155
naive,68,"_request_order(app, client):     called = []      @app.before_request     def before1():         cal",yes,155
naive,69,end(3)         return response      @app.teardown_request     def finish1(exc):         called.appen,yes,155
naive,70,"ndling(app, client):     app.testing = False      @app.errorhandler(404)     def not_found(e):      ",no,155
naive,71,"index():         flask.abort(404)      @app.route(""/error"")     def error():         raise ZeroDivis",no,155
naive,72,"b""internal server error"" == rv.data     rv = client.get(""/forbidden"")     assert rv.status_code == 4",yes,155
naive,73,oken_func():         raise ZeroDivisionError      @app.after_request     def after_request(resp):   ,no,155
naive,74," = False      @app.route(""/"")     def broken_func():         raise KeyboardInterrupt()      with pyt",yes,155
naive,75,"hing(error):         return flask.g.something, 404      rv = client.get(""/"")     assert rv.status_co",no,155
naive,76," return ""42""      @app.route(""/"")     def index():         raise MyException()      assert client.ge",yes,155
naive,77,"lass)         return ""banana""      @app.errorhandler(403)     def handle_403(e):         assert not ",yes,155
naive,78,"(""/3"")     def index3():         raise Forbidden()      assert client.get(""/1"").data == b""banana""   ",no,155
naive,79,"     @app.errorhandler(E2)     def handle_e2(e):         return ""E2""      @app.errorhandler(Exceptio",yes,155
naive,80,"= client.get(""/E3"")     assert rv.data == b""E2""   @pytest.mark.parametrize(     (""debug"", ""trap"", ""e",no,155
naive,81,"onfig[""TRAP_BAD_REQUEST_ERRORS""] = trap      @app.route(""/key"")     def fail():         flask.reques",no,155
naive,82,"th pytest.raises(KeyError) as exc_info:             client.get(""/key"")          assert exc_info.erri",no,155
naive,83,"et(""/abort"")   def test_trapping_of_all_http_exceptions(app, client):     app.config[""TRAP_HTTP_EXCE",no,155
naive,84,"uest     def before_request():         if _trigger == ""before"":             raise ZeroDivisionError ",yes,155
naive,85,"nal_server_error(e):         return ""Hello Server Error"", 500      for _trigger in ""before"", ""after""",no,155
naive,86,"ute(""/fail"", methods=[""POST""])     def index():         return flask.request.files[""foo""].filename  ",yes,155
naive,87,"ypes(app, client):     @app.route(""/text"")     def from_text():         return ""Hällo Wörld""      @a",yes,155
naive,88,"; charset=utf-8""},         )      @app.route(""/text_headers"")     def from_text_headers():         r",no,155
naive,89,"return (             flask.Response(                 ""Hello world"", 404, {""Content-Type"": ""text/html",no,155
naive,90,"  @app.route(""/wsgi"")     def from_wsgi():         return NotFound()      @app.route(""/dict"")     de",yes,155
naive,91,"code()      rv = client.get(""/full_tuple"")     assert rv.data == b""Meh""     assert rv.headers[""X-Foo",yes,155
naive,92,"ype == ""text/plain""      rv = client.get(""/text_status"")     assert rv.data == b""Hi, status!""     as",yes,155
naive,93,".headers[""X-Bar""] == ""Foo""     assert rv.status_code == 404      rv = client.get(""/response_status"")",yes,155
naive,94,"status_code == 201      rv = client.get(""/list"")     assert rv.json == [""foo"", ""bar""]     assert rv.",yes,155
naive,95,""",)      @app.route(""/large_tuple"")     def from_large_tuple():         return ""Hello"", 234, {""X-Foo",yes,155
naive,96,".get(""/none"")      assert ""returned None"" in str(e.value)     assert ""from_none"" in str(e.value)    ",yes,155
naive,97,"type"")      assert ""it was a bool"" in str(e.value)      with pytest.raises(TypeError):         c.get",no,155
naive,98,"= 200     assert rv.data == b""Awesome""     assert rv.mimetype == ""text/html""      rv = flask.make_re",no,155
naive,99,"imetype == ""text/html""   def test_make_response_with_response_instance(app, req_ctx):     rv = flask",no,155
naive,100,"de == 400     assert rv.data == b""""     assert rv.mimetype == ""text/html""      rv = flask.make_respo",yes,155
naive,101,"test.mark.parametrize(""compact"", [True, False]) def test_jsonify_no_prettyprint(app, compact):     a",no,155
naive,102,"):     app.json.mimetype = ""application/vnd.api+json""     msg = {""msg"": {""submsg"": ""W00t""}}     rv =",no,155
naive,103,"= app.json.dumps(Data(""Flask""))     value = app.json.loads(value)     assert value == {""name"": ""Flas",no,155
naive,104,"""/hello/<name>"", methods=[""POST""])     def hello():         pass      assert flask.url_for(""hello"", ",no,155
naive,105,"dError.     with app.test_request_context():         pytest.raises(BuildError, flask.url_for, ""spam""",yes,155
naive,106,"where BuildError is not current."")     except RuntimeError:         pytest.raises(BuildError, app.ha",yes,155
naive,107,"t():         assert flask.url_for(""spam"") == ""/test_handler/""   def test_build_error_handler_reraise",no,155
naive,108,"):         pytest.raises(BuildError, flask.url_for, ""not.existing"")   def test_url_for_passes_specia",yes,155
naive,109,"""_scheme"": None,         }         return ""handled""      with app.test_request_context():         fl",yes,155
naive,110,"   assert (                 flask.url_for(""static"", filename=""index.html"") == ""/static/index.html""  ",no,155
naive,111,"t():         assert flask.url_for(""static"", filename=""index.html"") == ""/foo/index.html""   def test_s",no,155
naive,112,"       assert flask.url_for(""static"", filename=""index.html"") == ""/foo/index.html""   def test_static_",no,155
naive,113,"     app = flask.Flask(__name__, static_folder="""")      with app.test_client().open(""/static/index.h",no,155
naive,114,"ex.html"", method=""GET"") as rv:         assert rv.status_code == 200   def test_static_folder_with_en",yes,155
naive,115,"te_with_host_matching():     app = flask.Flask(__name__, host_matching=True, static_host=""example.co",yes,155
naive,116,"  assert rv == ""http://example.com/static/index.html""     # Providing static_host without host_match",yes,155
naive,117,"Error):         flask.Flask(__name__, host_matching=True)     # Providing host_matching=True without",no,155
naive,118," importlib.metadata.version(""werkzeug"") >= ""3.2.""   @pytest.mark.parametrize(     (""subdomain_matchi",no,155
naive,119,"tching: bool,     host_matching: bool,     expect_subdomain: str,     expect_host: str, ) -> None:  ",yes,155
naive,120,"route(""/"", defaults={""name"": ""default""}, host=""<name>"")     @app.route(""/"", subdomain=""<name>"", host",yes,155
naive,121,  assert r.text == expect_subdomain      with pytest.warns() if subdomain_matching else nullcontext(,no,155
naive,122,"bdomain_matching=True)     client = app.test_client()      @app.route(""/"")     def index():         ",yes,155
naive,123,"ocal:5000"")     assert rv.data == b""default""      rv = client.get(""/"", ""https://dev.local:5000"")    ",yes,155
naive,124,"lt""      app.config[""SERVER_NAME""] = ""dev.local""     rv = client.get(""/"", ""https://dev.local"")     a",yes,155
naive,125,"client.get(""/"", ""http://foo.dev.local"")     assert rv.data == b""subdomain""   @pytest.mark.parametriz",no,155
naive,126,"ey] = True          with pytest.raises(ZeroDivisionError):             client.get(""/"")     else:    ",no,155
naive,127,"ptions"", [None, True, False]) def test_werkzeug_passthrough_errors(     monkeypatch, debug, use_debu",no,155
naive,128,"ug.serving, ""run_simple"", run_simple_mock)     app.config[""PROPAGATE_EXCEPTIONS""] = propagate_except",no,155
naive,129,"_endpoint_expecting(             endpoint, ""lang_code""         ):             values.setdefault(""lan",yes,155
naive,130,"    @app.route(""/<lang_code>/about"")     def about():         return flask.url_for(""something_else"")",no,155
naive,131,"n/about""   def test_inject_blueprint_url_defaults(app):     bp = flask.Blueprint(""foo"", __name__, te",no,155
naive,132,"_defaults(""foo.view"", values)     expected = dict(page=""login"")     assert values == expected      w",yes,155
naive,133,"      rv = client.get(""/киртест"")     assert rv.data == b""Hello World!""   def test_no_setup_after_fi",yes,155
naive,134,"t=""late"")      assert ""setup method 'add_url_rule'"" in str(exc_info.value)   def test_routing_redire",yes,155
naive,135,"t(""/user"", data={""status"": ""success""}, follow_redirects=True)     assert rv.data == b""success""      ",yes,155
naive,136,"p://localhost/user/'"" in str(exc_info.value)   def test_route_decorator_custom_endpoint(app, client)",yes,155
naive,137, for_bar_foo():         return flask.request.endpoint      with app.test_request_context():         ,yes,155
naive,138,"(""/bar/123"").data == b""123""   def test_get_method_on_g(app_ctx):     assert flask.g.get(""x"") is None",no,155
naive,139,"ot in flask.g     assert sorted(flask.g) == [""bar"", ""foo""]   def test_subdomain_basic_support():    ",yes,155
naive,140,"st"")     def test_index():         return ""test index""      rv = client.get(""/"", ""http://localhost.l",yes,155
naive,141,"nt = app.test_client()     app.config[""SERVER_NAME""] = ""localhost.localdomain""      @app.route(""/"", ",yes,155
naive,142,"Flask(__name__, subdomain_matching=True)     app.config[""SERVER_NAME""] = ""localhost.localdomain:3000",yes,155
naive,143," @pytest.mark.parametrize(""matching"", (False, True)) def test_subdomain_matching_other_name(matching",no,155
naive,144,"rent server name"") if matching else nullcontext():         # ip address can't match name, but will f",yes,155
naive,145,"led     rv = client.get(""/"", ""http://www.localhost.localdomain:3000/"")     assert rv.status_code == ",yes,155
naive,146,"rt rv.data == b""b""   def test_multi_route_class_views(app, client):     class View:         def __in",yes,155
naive,147,"rv.data == b""a""     rv = client.open(""/b/"")     assert rv.data == b""b""   def test_run_defaults(monke",no,155
naive,148," rv[""result""] == ""running...""   def test_run_server_port(monkeypatch, app):     rv = {}      # Mocks",no,155
naive,149,"me, port = ""localhost"", 8000     app.run(hostname, port, debug=True)     assert rv[""result""] == f""ru",yes,155
naive,150,"  (None, 80, ""pocoo.org:8080"", ""pocoo.org"", 80),         (""localhost"", 80, ""pocoo.org:8080"", ""localh",no,155
naive,151,"ver_name, expect_host, expect_port, app ):     def run_simple_mock(hostname, port, *args, **kwargs):",no,155
naive,152,"lient, recwarn):     app.config[""MAX_COOKIE_SIZE""] = 100      # outside app context, default to Werk",yes,155
naive,153,"p.app_context():         assert flask.Response().max_cookie_size == 100      @app.route(""/"")     def",yes,155
naive,154,"""MAX_COOKIE_SIZE""] = 0      client.get(""/"")     assert len(recwarn) == 0   @require_cpython_gc def t",no,155
naive,155,"__name__)         assert app.view_functions[""static""]         weak = weakref.ref(app)         assert",yes,155
ast,1,import gc import importlib.metadata import re import typing as t import uuid import weakref from con,yes,91
ast,2,"def test_options_work(app, client):     @app.route(""/"", methods=[""GET"", ""POST""])     def index():   ",yes,91
ast,3,"def test_options_on_multiple_rules(app, client):     @app.route(""/"", methods=[""GET"", ""POST""])     de",yes,91
ast,4,"def test_method_route(app, client, method):     method_route = getattr(app, method)     client_metho",yes,91
ast,5,"def test_method_route_no_methods(app):     with pytest.raises(TypeError):         app.get(""/"", metho",yes,91
ast,6,"def test_provide_automatic_options_attr_disable(     app: flask.Flask, client: FlaskClient ) -> None",yes,91
ast,7,"def test_provide_automatic_options_attr_enable(     app: flask.Flask, client: FlaskClient ) -> None:",yes,91
ast,8,"def test_provide_automatic_options_arg_disable(     app: flask.Flask, client: FlaskClient ) -> None:",yes,91
ast,9,"def test_provide_automatic_options_method_disable(     app: flask.Flask, client: FlaskClient ) -> No",yes,91
ast,10,"def test_request_dispatching(app, client):     @app.route(""/"")     def index():         return flask",yes,91
ast,11,def test_disallow_string_for_allowed_methods(app):     with pytest.raises(TypeError):         app.ad,yes,91
ast,12,"def test_url_mapping(app, client):     random_uuid4 = ""7eb41166-9ebf-4d26-b771-ea3f54f8b383""      de",yes,91
ast,13,"def test_werkzeug_routing(app, client):     from werkzeug.routing import Rule     from werkzeug.rout",yes,91
ast,14,"def test_endpoint_decorator(app, client):     from werkzeug.routing import Rule     from werkzeug.ro",yes,91
ast,15,"def test_session_accessed(app: flask.Flask, client: FlaskClient) -> None:     @app.post(""/"")     def",yes,91
ast,16,"def test_session_path(app, client):     app.config.update(APPLICATION_ROOT=""/foo"")      @app.route(""",yes,91
ast,17,"def test_session_using_application_root(app, client):     class PrefixPathMiddleware:         def __",yes,91
ast,18,"def test_session_using_session_settings(app, client):     app.config.update(         SERVER_NAME=""ww",yes,91
ast,19,"def test_session_using_samesite_attribute(app, client):     @app.route(""/"")     def index():        ",yes,91
ast,20,"def test_missing_session(app):     app.secret_key = None      def expect_exception(f, *args, **kwarg",no,91
ast,21,"def test_session_secret_key_fallbacks(app, client) -> None:     @app.post(""/"")     def set_session()",yes,91
ast,22,"def test_session_expiration(app, client):     permanent = True      @app.route(""/"")     def index():",yes,91
ast,23,"def test_session_stored_last(app, client):     @app.after_request     def modify_session(response): ",yes,91
ast,24,"def test_session_special_types(app, client):     now = datetime.now(timezone.utc).replace(microsecon",yes,91
ast,25,"def test_session_cookie_setting(app):     is_permanent = True      @app.route(""/bump"")     def bump(",yes,91
ast,26,"def test_session_vary_cookie(app, client):     @app.route(""/set"")     def set_session():         fla",yes,91
ast,27,"def test_session_refresh_vary(app, client):     @app.get(""/login"")     def login():         flask.se",yes,91
ast,28,"def test_flashes(app, req_ctx):     assert not flask.session.modified     flask.flash(""Zap"")     fla",no,91
ast,29,"def test_extended_flashing(app):     # Be sure app.testing=True below, else tests can fail silently.",yes,91
ast,30,"def test_request_processing(app, client):     evts = []      @app.before_request     def before_requ",yes,91
ast,31,"def test_request_preprocessing_early_return(app, client):     evts = []      @app.before_request    ",yes,91
ast,32,"def test_after_request_processing(app, client):     @app.route(""/"")     def index():         @flask.",yes,91
ast,33,"def test_teardown_request_handler(app, client):     called = []      @app.teardown_request     def t",yes,91
ast,34,"def test_teardown_request_handler_debug_mode(app, client):     called = []      @app.teardown_reques",yes,91
ast,35,"def test_teardown_request_handler_error(app, client):     called = []     app.testing = False      @",no,91
ast,36,"def test_before_after_request_order(app, client):     called = []      @app.before_request     def b",yes,91
ast,37,"def test_error_handling(app, client):     app.testing = False      @app.errorhandler(404)     def no",yes,91
ast,38,"def test_error_handling_processing(app, client):     app.testing = False      @app.errorhandler(500)",yes,91
ast,39,"def test_baseexception_error_handling(app, client):     app.testing = False      @app.route(""/"")    ",no,91
ast,40,"def test_before_request_and_routing_errors(app, client):     @app.before_request     def attach_some",yes,91
ast,41,"def test_user_error_handling(app, client):     class MyException(Exception):         pass      @app.",yes,91
ast,42,"def test_http_error_subclass_handling(app, client):     class ForbiddenSubclass(Forbidden):         ",yes,91
ast,43,"def test_errorhandler_precedence(app, client):     class E1(Exception):         pass      class E2(E",yes,91
ast,44,"def test_trap_bad_request_key_error(app, client, debug, trap, expect_key, expect_abort):     app.con",no,91
ast,45,"def test_trapping_of_all_http_exceptions(app, client):     app.config[""TRAP_HTTP_EXCEPTIONS""] = True",no,91
ast,46,"def test_error_handler_after_processor_error(app, client):     app.testing = False      @app.before_",yes,91
ast,47,"def test_enctype_debug_helper(app, client):     from flask.debughelpers import DebugFilesKeyError   ",yes,91
ast,48,"def test_response_types(app, client):     @app.route(""/text"")     def from_text():         return ""H",yes,91
ast,49,def test_response_type_errors():     app = flask.Flask(__name__)     app.testing = True      @app.ro,yes,91
ast,50,"def test_make_response(app, req_ctx):     rv = flask.make_response()     assert rv.status_code == 20",no,91
